nombre,apellido_1,apellido_2,dni,email,telefono,movil,fecha_nacimiento,curso,fecha_matriculacion,poblacion,provincia,calle,extension,asignatura,nota
Fatima,Santos,Muñoz,9923585M,fatima.santos.muñoz@gmail.com,964195356,684992375,1996-11-17,Aprende a Programar desde Cero,2023-10-06,Lebrija,Sevilla,Nueva,7 1Izq.,Introducción a Python,3
Rafael,Dominguez,Rivera,5031494Z,rafael.dominguez.rivera@gmail.com,986069083,614514066,2003-02-09,Aprende a Programar desde Cero,2023-11-01,Lebrija,Sevilla,Agustina de Aragón,38 2A,Fundamentos de programación,9
Rafael,Dominguez,Rivera,5031494Z,rafael.dominguez.rivera@gmail.com,986069083,614514066,2003-02-09,Aprende a Programar desde Cero,2023-11-01,Lebrija,Sevilla,Agustina de Aragón,38 2A,Introducción a Python,0
Rafael,Dominguez,Rivera,5031494Z,rafael.dominguez.rivera@gmail.com,986069083,614514066,2003-02-09,Aprende a Programar desde Cero,2023-11-01,Lebrija,Sevilla,Agustina de Aragón,38 2A,Introducción a Java,7
Rafael,Dominguez,Rivera,5031494Z,rafael.dominguez.rivera@gmail.com,986069083,614514066,2003-02-09,Aprende a Programar desde Cero,2023-11-01,Lebrija,Sevilla,Agustina de Aragón,38 2A,Prompt Engineering,3
Manuela,Marin,Gutierrez,1583507A,manuela.marin.gutierrez@gmail.com,903258974,634031118,1996-07-29,Desarrollo Web Full Stack,2023-10-16,Olmeda del Rey,Cuenca,Isabel la Católica,4 4Izq.,Git & GitHub,1
Manuela,Marin,Gutierrez,1583507A,manuela.marin.gutierrez@gmail.com,903258974,634031118,1996-07-29,Desarrollo Web Full Stack,2023-10-16,Olmeda del Rey,Cuenca,Isabel la Católica,4 4Izq.,"Fundamentos de Web: HTML5, CSS3",6
Manuela,Marin,Gutierrez,1583507A,manuela.marin.gutierrez@gmail.com,903258974,634031118,1996-07-29,Desarrollo Web Full Stack,2023-10-16,Olmeda del Rey,Cuenca,Isabel la Católica,4 4Izq.,Modelado de datos & SQL,8
Manuela,Marin,Gutierrez,1583507A,manuela.marin.gutierrez@gmail.com,903258974,634031118,1996-07-29,Desarrollo Web Full Stack,2023-10-16,Olmeda del Rey,Cuenca,Isabel la Católica,4 4Izq.,Introducción a JavaScript,0
Manuela,Marin,Gutierrez,1583507A,manuela.marin.gutierrez@gmail.com,903258974,634031118,1996-07-29,Desarrollo Web Full Stack,2023-10-16,Olmeda del Rey,Cuenca,Isabel la Católica,4 4Izq.,Desarrollo frontend con JavaScript,6
Manuela,Marin,Gutierrez,1583507A,manuela.marin.gutierrez@gmail.com,903258974,634031118,1996-07-29,Desarrollo Web Full Stack,2023-10-16,Olmeda del Rey,Cuenca,Isabel la Católica,4 4Izq.,Web Components,1
Manuela,Marin,Gutierrez,1583507A,manuela.marin.gutierrez@gmail.com,903258974,634031118,1996-07-29,Desarrollo Web Full Stack,2023-10-16,Olmeda del Rey,Cuenca,Isabel la Católica,4 4Izq.,Testing con JavaScript,0
Nerea,Sanz,Delgado,6885046L,nerea.sanz.delgado@gmail.com,950971846,647472948,1995-07-23,Ciberseguridad Full Stack,2023-10-15,Villayón,Asturias,Ramón y Cajal,84 1D,Productividad,8
Nerea,Sanz,Delgado,6885046L,nerea.sanz.delgado@gmail.com,950971846,647472948,1995-07-23,Ciberseguridad Full Stack,2023-10-15,Villayón,Asturias,Ramón y Cajal,84 1D,Networking,1
Nerea,Sanz,Delgado,6885046L,nerea.sanz.delgado@gmail.com,950971846,647472948,1995-07-23,Ciberseguridad Full Stack,2023-10-15,Villayón,Asturias,Ramón y Cajal,84 1D,Linux,1
Nerea,Sanz,Delgado,6885046L,nerea.sanz.delgado@gmail.com,950971846,647472948,1995-07-23,Ciberseguridad Full Stack,2023-10-15,Villayón,Asturias,Ramón y Cajal,84 1D,Python,7
Nerea,Sanz,Delgado,6885046L,nerea.sanz.delgado@gmail.com,950971846,647472948,1995-07-23,Ciberseguridad Full Stack,2023-10-15,Villayón,Asturias,Ramón y Cajal,84 1D,Docker,7
Nerea,Sanz,Delgado,6885046L,nerea.sanz.delgado@gmail.com,950971846,647472948,1995-07-23,Ciberseguridad Full Stack,2023-10-15,Villayón,Asturias,Ramón y Cajal,84 1D,Ciberseguridad enfocada en Pentesting,2
Nerea,Sanz,Delgado,6885046L,nerea.sanz.delgado@gmail.com,950971846,647472948,1995-07-23,Ciberseguridad Full Stack,2023-10-15,Villayón,Asturias,Ramón y Cajal,84 1D,Desarrollo seguro de aplicaciones,4
Aitor,Torres,Flores,9150245V,aitor.torres.flores@gmail.com,957821337,674866746,1994-03-02,Aprende a Programar desde Cero,2023-09-30,Pedraza,Segovia,Francisco Pizarro,39 3A,Fundamentos de programación,5
Aitor,Torres,Flores,9150245V,aitor.torres.flores@gmail.com,957821337,674866746,1994-03-02,Aprende a Programar desde Cero,2023-09-30,Pedraza,Segovia,Francisco Pizarro,39 3A,Introducción a Java,10
Aitor,Torres,Flores,9150245V,aitor.torres.flores@gmail.com,957821337,674866746,1994-03-02,Aprende a Programar desde Cero,2023-09-30,Pedraza,Segovia,Francisco Pizarro,39 3A,Prompt Engineering,10
Juan antonio,Torres,Herrera,9621331V,juan antonio.torres.herrera@gmail.com,978262153,629346369,2009-07-29,DevOps & Cloud Computing Full Stack,2023-10-30,Camarillas,Teruel,Rosalía de Castro,6 1A,Docker,3
Juan antonio,Torres,Herrera,9621331V,juan antonio.torres.herrera@gmail.com,978262153,629346369,2009-07-29,DevOps & Cloud Computing Full Stack,2023-10-30,Camarillas,Teruel,Rosalía de Castro,6 1A,Base Linux,6
Juan antonio,Torres,Herrera,9621331V,juan antonio.torres.herrera@gmail.com,978262153,629346369,2009-07-29,DevOps & Cloud Computing Full Stack,2023-10-30,Camarillas,Teruel,Rosalía de Castro,6 1A,Introducción Despliegue en Servidores,7
Juan antonio,Torres,Herrera,9621331V,juan antonio.torres.herrera@gmail.com,978262153,629346369,2009-07-29,DevOps & Cloud Computing Full Stack,2023-10-30,Camarillas,Teruel,Rosalía de Castro,6 1A,Python,6
Juan antonio,Torres,Herrera,9621331V,juan antonio.torres.herrera@gmail.com,978262153,629346369,2009-07-29,DevOps & Cloud Computing Full Stack,2023-10-30,Camarillas,Teruel,Rosalía de Castro,6 1A,Plataformas Cloud y Kubernetes,3
Celia,Reyes,Gomez,4418007Y,celia.reyes.gomez@gmail.com,944026940,684516892,1991-10-10,Marketing Digital y Análisis de Datos,2023-10-03,Urueñas,Segovia,Monjas,54 2C,Ecommerce – Plan de desarrollo y Estrategia,6
Celia,Reyes,Gomez,4418007Y,celia.reyes.gomez@gmail.com,944026940,684516892,1991-10-10,Marketing Digital y Análisis de Datos,2023-10-03,Urueñas,Segovia,Monjas,54 2C,SEO – Posicionamiento en buscadores,4
Celia,Reyes,Gomez,4418007Y,celia.reyes.gomez@gmail.com,944026940,684516892,1991-10-10,Marketing Digital y Análisis de Datos,2023-10-03,Urueñas,Segovia,Monjas,54 2C,"SEM, PPC, Display & Social Ads",3
Celia,Reyes,Gomez,4418007Y,celia.reyes.gomez@gmail.com,944026940,684516892,1991-10-10,Marketing Digital y Análisis de Datos,2023-10-03,Urueñas,Segovia,Monjas,54 2C,Email Marketing,10
Alfonso,Carmona,Gimenez,9617612R,alfonso.carmona.gimenez@gmail.com,922621489,608940015,2012-09-10,Desarrollo de Apps Móviles Full Stack,2023-10-15,Vedra,"Coruña, A",María Zambrano,16 2B,Swift & Storyboards,0
Alfonso,Carmona,Gimenez,9617612R,alfonso.carmona.gimenez@gmail.com,922621489,608940015,2012-09-10,Desarrollo de Apps Móviles Full Stack,2023-10-15,Vedra,"Coruña, A",María Zambrano,16 2B,Kotlin desde cero,0
Alfonso,Carmona,Gimenez,9617612R,alfonso.carmona.gimenez@gmail.com,922621489,608940015,2012-09-10,Desarrollo de Apps Móviles Full Stack,2023-10-15,Vedra,"Coruña, A",María Zambrano,16 2B,Kotlin Avanzado,8
Alfonso,Carmona,Gimenez,9617612R,alfonso.carmona.gimenez@gmail.com,922621489,608940015,2012-09-10,Desarrollo de Apps Móviles Full Stack,2023-10-15,Vedra,"Coruña, A",María Zambrano,16 2B,Modelado de datos & SQL,6
Alfonso,Carmona,Gimenez,9617612R,alfonso.carmona.gimenez@gmail.com,922621489,608940015,2012-09-10,Desarrollo de Apps Móviles Full Stack,2023-10-15,Vedra,"Coruña, A",María Zambrano,16 2B,Introducción a GNU/Linux,2
Alfonso,Carmona,Gimenez,9617612R,alfonso.carmona.gimenez@gmail.com,922621489,608940015,2012-09-10,Desarrollo de Apps Móviles Full Stack,2023-10-15,Vedra,"Coruña, A",María Zambrano,16 2B,Arquitectura y código de calidad,9
Alfonso,Carmona,Gimenez,9617612R,alfonso.carmona.gimenez@gmail.com,922621489,608940015,2012-09-10,Desarrollo de Apps Móviles Full Stack,2023-10-15,Vedra,"Coruña, A",María Zambrano,16 2B,Fundamentos de ConstraintLayout,7
Maria pilar,Sanchez,Caballero,3712147Q,maria pilar.sanchez.caballero@gmail.com,987745378,606094309,1992-09-18,Desarrollo de Apps Móviles Full Stack,2023-10-03,Senyera,Valencia/València,Agustina de Aragón,69 2A,Swift desde 0,5
Maria pilar,Sanchez,Caballero,3712147Q,maria pilar.sanchez.caballero@gmail.com,987745378,606094309,1992-09-18,Desarrollo de Apps Móviles Full Stack,2023-10-03,Senyera,Valencia/València,Agustina de Aragón,69 2A,Swift & Storyboards,8
Maria pilar,Sanchez,Caballero,3712147Q,maria pilar.sanchez.caballero@gmail.com,987745378,606094309,1992-09-18,Desarrollo de Apps Móviles Full Stack,2023-10-03,Senyera,Valencia/València,Agustina de Aragón,69 2A,Kotlin desde cero,6
Maria pilar,Sanchez,Caballero,3712147Q,maria pilar.sanchez.caballero@gmail.com,987745378,606094309,1992-09-18,Desarrollo de Apps Móviles Full Stack,2023-10-03,Senyera,Valencia/València,Agustina de Aragón,69 2A,Kotlin Avanzado,6
Maria pilar,Sanchez,Caballero,3712147Q,maria pilar.sanchez.caballero@gmail.com,987745378,606094309,1992-09-18,Desarrollo de Apps Móviles Full Stack,2023-10-03,Senyera,Valencia/València,Agustina de Aragón,69 2A,Modelado de datos & SQL,3
Maria pilar,Sanchez,Caballero,3712147Q,maria pilar.sanchez.caballero@gmail.com,987745378,606094309,1992-09-18,Desarrollo de Apps Móviles Full Stack,2023-10-03,Senyera,Valencia/València,Agustina de Aragón,69 2A,Introducción a GNU/Linux,2
Maria pilar,Sanchez,Caballero,3712147Q,maria pilar.sanchez.caballero@gmail.com,987745378,606094309,1992-09-18,Desarrollo de Apps Móviles Full Stack,2023-10-03,Senyera,Valencia/València,Agustina de Aragón,69 2A,Fundamentos de Autolayout,4
Maria pilar,Sanchez,Caballero,3712147Q,maria pilar.sanchez.caballero@gmail.com,987745378,606094309,1992-09-18,Desarrollo de Apps Móviles Full Stack,2023-10-03,Senyera,Valencia/València,Agustina de Aragón,69 2A,Arquitectura y código de calidad,8
Maria pilar,Sanchez,Caballero,3712147Q,maria pilar.sanchez.caballero@gmail.com,987745378,606094309,1992-09-18,Desarrollo de Apps Móviles Full Stack,2023-10-03,Senyera,Valencia/València,Agustina de Aragón,69 2A,Fundamentos de ConstraintLayout,2
Francisca,Diaz,Gallardo,5968259N,francisca.diaz.gallardo@gmail.com,970710221,691698943,2000-04-14,Aprende a Programar desde Cero,2023-10-29,Hornachuelos,Córdoba,Ramón y Cajal,49 1B,Fundamentos de programación,6
Francisca,Diaz,Gallardo,5968259N,francisca.diaz.gallardo@gmail.com,970710221,691698943,2000-04-14,Aprende a Programar desde Cero,2023-10-29,Hornachuelos,Córdoba,Ramón y Cajal,49 1B,Introducción a Python,0
Francisca,Diaz,Gallardo,5968259N,francisca.diaz.gallardo@gmail.com,970710221,691698943,2000-04-14,Aprende a Programar desde Cero,2023-10-29,Hornachuelos,Córdoba,Ramón y Cajal,49 1B,Introducción a Java,6
Francisca,Diaz,Gallardo,5968259N,francisca.diaz.gallardo@gmail.com,970710221,691698943,2000-04-14,Aprende a Programar desde Cero,2023-10-29,Hornachuelos,Córdoba,Ramón y Cajal,49 1B,Prompt Engineering,0
Luis,Sanz,Cabrera,7632659V,luis.sanz.cabrera@gmail.com,930425126,693184423,2008-09-13,Aprende a Programar desde Cero,2023-09-20,Santibáñez de la Sierra,Salamanca,Ramón y Cajal,65 2D,Fundamentos de programación,4
Luis,Sanz,Cabrera,7632659V,luis.sanz.cabrera@gmail.com,930425126,693184423,2008-09-13,Aprende a Programar desde Cero,2023-09-20,Santibáñez de la Sierra,Salamanca,Ramón y Cajal,65 2D,Introducción a Python,2
Luis,Sanz,Cabrera,7632659V,luis.sanz.cabrera@gmail.com,930425126,693184423,2008-09-13,Aprende a Programar desde Cero,2023-09-20,Santibáñez de la Sierra,Salamanca,Ramón y Cajal,65 2D,Introducción a Java,0
Luis,Sanz,Cabrera,7632659V,luis.sanz.cabrera@gmail.com,930425126,693184423,2008-09-13,Aprende a Programar desde Cero,2023-09-20,Santibáñez de la Sierra,Salamanca,Ramón y Cajal,65 2D,Prompt Engineering,7
Carlos,Mora,Diez,4573671Y,carlos.mora.diez@gmail.com,932852089,643998490,2012-07-21,Marketing Digital y Análisis de Datos,2023-09-24,Orellana la Vieja,Badajoz,Emilia Pardo Bazán,16 4B,Ecommerce – Plan de desarrollo y Estrategia,4
Carlos,Mora,Diez,4573671Y,carlos.mora.diez@gmail.com,932852089,643998490,2012-07-21,Marketing Digital y Análisis de Datos,2023-09-24,Orellana la Vieja,Badajoz,Emilia Pardo Bazán,16 4B,SEO – Posicionamiento en buscadores,3
Carlos,Mora,Diez,4573671Y,carlos.mora.diez@gmail.com,932852089,643998490,2012-07-21,Marketing Digital y Análisis de Datos,2023-09-24,Orellana la Vieja,Badajoz,Emilia Pardo Bazán,16 4B,"SEM, PPC, Display & Social Ads",9
Carlos,Mora,Diez,4573671Y,carlos.mora.diez@gmail.com,932852089,643998490,2012-07-21,Marketing Digital y Análisis de Datos,2023-09-24,Orellana la Vieja,Badajoz,Emilia Pardo Bazán,16 4B,Email Marketing,8
Maria rosario,Caballero,Peña,8549150G,maria rosario.caballero.peña@gmail.com,955802355,649148628,1999-12-04,DevOps & Cloud Computing Full Stack,2023-11-01,Zorraquín,"Rioja, La",San Juan,85 4Der.,Docker,2
Maria rosario,Caballero,Peña,8549150G,maria rosario.caballero.peña@gmail.com,955802355,649148628,1999-12-04,DevOps & Cloud Computing Full Stack,2023-11-01,Zorraquín,"Rioja, La",San Juan,85 4Der.,Base Linux,8
Maria rosario,Caballero,Peña,8549150G,maria rosario.caballero.peña@gmail.com,955802355,649148628,1999-12-04,DevOps & Cloud Computing Full Stack,2023-11-01,Zorraquín,"Rioja, La",San Juan,85 4Der.,Introducción Despliegue en Servidores,3
Maria rosario,Caballero,Peña,8549150G,maria rosario.caballero.peña@gmail.com,955802355,649148628,1999-12-04,DevOps & Cloud Computing Full Stack,2023-11-01,Zorraquín,"Rioja, La",San Juan,85 4Der.,Python,10
Maria rosario,Caballero,Peña,8549150G,maria rosario.caballero.peña@gmail.com,955802355,649148628,1999-12-04,DevOps & Cloud Computing Full Stack,2023-11-01,Zorraquín,"Rioja, La",San Juan,85 4Der.,Plataformas Cloud y Kubernetes,6
Pilar,Castro,Santos,9522680J,pilar.castro.santos@gmail.com,986440616,678651693,2002-06-23,Ciberseguridad Full Stack,2023-10-21,Almenar de Soria,Soria,Mercé Rodoreda,68 2C,Productividad,0
Pilar,Castro,Santos,9522680J,pilar.castro.santos@gmail.com,986440616,678651693,2002-06-23,Ciberseguridad Full Stack,2023-10-21,Almenar de Soria,Soria,Mercé Rodoreda,68 2C,Networking,1
Pilar,Castro,Santos,9522680J,pilar.castro.santos@gmail.com,986440616,678651693,2002-06-23,Ciberseguridad Full Stack,2023-10-21,Almenar de Soria,Soria,Mercé Rodoreda,68 2C,Linux,0
Pilar,Castro,Santos,9522680J,pilar.castro.santos@gmail.com,986440616,678651693,2002-06-23,Ciberseguridad Full Stack,2023-10-21,Almenar de Soria,Soria,Mercé Rodoreda,68 2C,Python,9
Pilar,Castro,Santos,9522680J,pilar.castro.santos@gmail.com,986440616,678651693,2002-06-23,Ciberseguridad Full Stack,2023-10-21,Almenar de Soria,Soria,Mercé Rodoreda,68 2C,Docker,10
Pilar,Castro,Santos,9522680J,pilar.castro.santos@gmail.com,986440616,678651693,2002-06-23,Ciberseguridad Full Stack,2023-10-21,Almenar de Soria,Soria,Mercé Rodoreda,68 2C,Ciberseguridad enfocada en Pentesting,3
Pilar,Castro,Santos,9522680J,pilar.castro.santos@gmail.com,986440616,678651693,2002-06-23,Ciberseguridad Full Stack,2023-10-21,Almenar de Soria,Soria,Mercé Rodoreda,68 2C,Desarrollo seguro de aplicaciones,6
Olga,Lozano,Alonso,7490346M,olga.lozano.alonso@gmail.com,986075018,651912709,1994-05-29,Marketing Digital y Análisis de Datos,2023-10-25,Sestrica,Zaragoza,Bartolomé Esteban Murillo,49 3D,Ecommerce – Plan de desarrollo y Estrategia,10
Olga,Lozano,Alonso,7490346M,olga.lozano.alonso@gmail.com,986075018,651912709,1994-05-29,Marketing Digital y Análisis de Datos,2023-10-25,Sestrica,Zaragoza,Bartolomé Esteban Murillo,49 3D,"SEM, PPC, Display & Social Ads",5
Olga,Lozano,Alonso,7490346M,olga.lozano.alonso@gmail.com,986075018,651912709,1994-05-29,Marketing Digital y Análisis de Datos,2023-10-25,Sestrica,Zaragoza,Bartolomé Esteban Murillo,49 3D,Email Marketing,3
Catalina,Castillo,Santos,9488349K,catalina.castillo.santos@gmail.com,923752374,668286623,2002-12-15,Desarrollo Web Full Stack,2023-10-06,Vandellòs i l'Hospitalet de l'Infant,Tarragona,Bartolomé Esteban Murillo,13 4B,Prompt Engineering,6
Catalina,Castillo,Santos,9488349K,catalina.castillo.santos@gmail.com,923752374,668286623,2002-12-15,Desarrollo Web Full Stack,2023-10-06,Vandellòs i l'Hospitalet de l'Infant,Tarragona,Bartolomé Esteban Murillo,13 4B,Git & GitHub,7
Catalina,Castillo,Santos,9488349K,catalina.castillo.santos@gmail.com,923752374,668286623,2002-12-15,Desarrollo Web Full Stack,2023-10-06,Vandellòs i l'Hospitalet de l'Infant,Tarragona,Bartolomé Esteban Murillo,13 4B,"Fundamentos de Web: HTML5, CSS3",3
Catalina,Castillo,Santos,9488349K,catalina.castillo.santos@gmail.com,923752374,668286623,2002-12-15,Desarrollo Web Full Stack,2023-10-06,Vandellòs i l'Hospitalet de l'Infant,Tarragona,Bartolomé Esteban Murillo,13 4B,Modelado de datos & SQL,5
Catalina,Castillo,Santos,9488349K,catalina.castillo.santos@gmail.com,923752374,668286623,2002-12-15,Desarrollo Web Full Stack,2023-10-06,Vandellòs i l'Hospitalet de l'Infant,Tarragona,Bartolomé Esteban Murillo,13 4B,Introducción a JavaScript,2
Catalina,Castillo,Santos,9488349K,catalina.castillo.santos@gmail.com,923752374,668286623,2002-12-15,Desarrollo Web Full Stack,2023-10-06,Vandellòs i l'Hospitalet de l'Infant,Tarragona,Bartolomé Esteban Murillo,13 4B,Fundamentos de React,1
Catalina,Castillo,Santos,9488349K,catalina.castillo.santos@gmail.com,923752374,668286623,2002-12-15,Desarrollo Web Full Stack,2023-10-06,Vandellòs i l'Hospitalet de l'Infant,Tarragona,Bartolomé Esteban Murillo,13 4B,Desarrollo frontend con JavaScript,1
Catalina,Castillo,Santos,9488349K,catalina.castillo.santos@gmail.com,923752374,668286623,2002-12-15,Desarrollo Web Full Stack,2023-10-06,Vandellòs i l'Hospitalet de l'Infant,Tarragona,Bartolomé Esteban Murillo,13 4B,Web Components,9
Catalina,Castillo,Santos,9488349K,catalina.castillo.santos@gmail.com,923752374,668286623,2002-12-15,Desarrollo Web Full Stack,2023-10-06,Vandellòs i l'Hospitalet de l'Infant,Tarragona,Bartolomé Esteban Murillo,13 4B,Frontend PRO,2
Catalina,Castillo,Santos,9488349K,catalina.castillo.santos@gmail.com,923752374,668286623,2002-12-15,Desarrollo Web Full Stack,2023-10-06,Vandellòs i l'Hospitalet de l'Infant,Tarragona,Bartolomé Esteban Murillo,13 4B,Testing con JavaScript,6
Jorge,Iglesias,Gil,7406819Z,jorge.iglesias.gil@gmail.com,977284742,612769563,1994-06-09,Marketing Digital y Análisis de Datos,2023-10-29,Cilleruelo de Arriba,Burgos,Federico García Lorca,96 1B,Ecommerce – Plan de desarrollo y Estrategia,8
Jorge,Iglesias,Gil,7406819Z,jorge.iglesias.gil@gmail.com,977284742,612769563,1994-06-09,Marketing Digital y Análisis de Datos,2023-10-29,Cilleruelo de Arriba,Burgos,Federico García Lorca,96 1B,SEO – Posicionamiento en buscadores,7
Jorge,Iglesias,Gil,7406819Z,jorge.iglesias.gil@gmail.com,977284742,612769563,1994-06-09,Marketing Digital y Análisis de Datos,2023-10-29,Cilleruelo de Arriba,Burgos,Federico García Lorca,96 1B,"SEM, PPC, Display & Social Ads",1
Jorge,Iglesias,Gil,7406819Z,jorge.iglesias.gil@gmail.com,977284742,612769563,1994-06-09,Marketing Digital y Análisis de Datos,2023-10-29,Cilleruelo de Arriba,Burgos,Federico García Lorca,96 1B,Email Marketing,1
Monica,Gallego,Ortiz,4450129C,monica.gallego.ortiz@gmail.com,938485767,648228292,2016-04-18,DevOps & Cloud Computing Full Stack,2023-10-04,Camponaraya,León,Reina Sofía,98 2B,Docker,2
Monica,Gallego,Ortiz,4450129C,monica.gallego.ortiz@gmail.com,938485767,648228292,2016-04-18,DevOps & Cloud Computing Full Stack,2023-10-04,Camponaraya,León,Reina Sofía,98 2B,Base Linux,10
Monica,Gallego,Ortiz,4450129C,monica.gallego.ortiz@gmail.com,938485767,648228292,2016-04-18,DevOps & Cloud Computing Full Stack,2023-10-04,Camponaraya,León,Reina Sofía,98 2B,Introducción Despliegue en Servidores,4
Monica,Gallego,Ortiz,4450129C,monica.gallego.ortiz@gmail.com,938485767,648228292,2016-04-18,DevOps & Cloud Computing Full Stack,2023-10-04,Camponaraya,León,Reina Sofía,98 2B,Python,3
Maria jesus,Garcia,Gonzalez,9290865S,maria jesus.garcia.gonzalez@gmail.com,937927245,622036447,2006-03-02,Marketing Digital y Análisis de Datos,2023-10-13,Olmeda del Rey,Cuenca,Miguel Hernández,81 4B,Ecommerce – Plan de desarrollo y Estrategia,4
Maria jesus,Garcia,Gonzalez,9290865S,maria jesus.garcia.gonzalez@gmail.com,937927245,622036447,2006-03-02,Marketing Digital y Análisis de Datos,2023-10-13,Olmeda del Rey,Cuenca,Miguel Hernández,81 4B,"SEM, PPC, Display & Social Ads",3
Maria jesus,Garcia,Gonzalez,9290865S,maria jesus.garcia.gonzalez@gmail.com,937927245,622036447,2006-03-02,Marketing Digital y Análisis de Datos,2023-10-13,Olmeda del Rey,Cuenca,Miguel Hernández,81 4B,Email Marketing,5
Juan jose,Leon,Perez,2446399G,juan jose.leon.perez@gmail.com,944749569,682310950,1990-06-18,Desarrollo Web Full Stack,2023-10-04,Cidamón,"Rioja, La",España,13 2B,Prompt Engineering,2
Juan jose,Leon,Perez,2446399G,juan jose.leon.perez@gmail.com,944749569,682310950,1990-06-18,Desarrollo Web Full Stack,2023-10-04,Cidamón,"Rioja, La",España,13 2B,Git & GitHub,4
Juan jose,Leon,Perez,2446399G,juan jose.leon.perez@gmail.com,944749569,682310950,1990-06-18,Desarrollo Web Full Stack,2023-10-04,Cidamón,"Rioja, La",España,13 2B,Modelado de datos & SQL,9
Juan jose,Leon,Perez,2446399G,juan jose.leon.perez@gmail.com,944749569,682310950,1990-06-18,Desarrollo Web Full Stack,2023-10-04,Cidamón,"Rioja, La",España,13 2B,Introducción a JavaScript,3
Juan jose,Leon,Perez,2446399G,juan jose.leon.perez@gmail.com,944749569,682310950,1990-06-18,Desarrollo Web Full Stack,2023-10-04,Cidamón,"Rioja, La",España,13 2B,Fundamentos de React,3
Juan jose,Leon,Perez,2446399G,juan jose.leon.perez@gmail.com,944749569,682310950,1990-06-18,Desarrollo Web Full Stack,2023-10-04,Cidamón,"Rioja, La",España,13 2B,Desarrollo frontend con JavaScript,10
Juan jose,Leon,Perez,2446399G,juan jose.leon.perez@gmail.com,944749569,682310950,1990-06-18,Desarrollo Web Full Stack,2023-10-04,Cidamón,"Rioja, La",España,13 2B,Web Components,6
Juan jose,Leon,Perez,2446399G,juan jose.leon.perez@gmail.com,944749569,682310950,1990-06-18,Desarrollo Web Full Stack,2023-10-04,Cidamón,"Rioja, La",España,13 2B,Frontend PRO,5
Juan jose,Leon,Perez,2446399G,juan jose.leon.perez@gmail.com,944749569,682310950,1990-06-18,Desarrollo Web Full Stack,2023-10-04,Cidamón,"Rioja, La",España,13 2B,Testing con JavaScript,8
Sofia,Serrano,Iglesias,1838704S,sofia.serrano.iglesias@gmail.com,912748292,633358213,1992-04-28,Aprende a Programar desde Cero,2023-09-19,Villarrasa,Huelva,Concepción Arenal,89 4A,Fundamentos de programación,3
Sofia,Serrano,Iglesias,1838704S,sofia.serrano.iglesias@gmail.com,912748292,633358213,1992-04-28,Aprende a Programar desde Cero,2023-09-19,Villarrasa,Huelva,Concepción Arenal,89 4A,Introducción a Python,8
Sofia,Serrano,Iglesias,1838704S,sofia.serrano.iglesias@gmail.com,912748292,633358213,1992-04-28,Aprende a Programar desde Cero,2023-09-19,Villarrasa,Huelva,Concepción Arenal,89 4A,Introducción a Java,8
Sofia,Serrano,Iglesias,1838704S,sofia.serrano.iglesias@gmail.com,912748292,633358213,1992-04-28,Aprende a Programar desde Cero,2023-09-19,Villarrasa,Huelva,Concepción Arenal,89 4A,Prompt Engineering,8
Victoria,Arias,Vargas,9289889M,victoria.arias.vargas@gmail.com,904742584,612885013,1993-04-14,Marketing Digital y Análisis de Datos,2023-10-13,Valfermoso de Tajuña,Guadalajara,Madre Teresa de Calcuta,67 4D,Ecommerce – Plan de desarrollo y Estrategia,3
Victoria,Arias,Vargas,9289889M,victoria.arias.vargas@gmail.com,904742584,612885013,1993-04-14,Marketing Digital y Análisis de Datos,2023-10-13,Valfermoso de Tajuña,Guadalajara,Madre Teresa de Calcuta,67 4D,SEO – Posicionamiento en buscadores,5
Victoria,Arias,Vargas,9289889M,victoria.arias.vargas@gmail.com,904742584,612885013,1993-04-14,Marketing Digital y Análisis de Datos,2023-10-13,Valfermoso de Tajuña,Guadalajara,Madre Teresa de Calcuta,67 4D,"SEM, PPC, Display & Social Ads",7
Victoria,Arias,Vargas,9289889M,victoria.arias.vargas@gmail.com,904742584,612885013,1993-04-14,Marketing Digital y Análisis de Datos,2023-10-13,Valfermoso de Tajuña,Guadalajara,Madre Teresa de Calcuta,67 4D,Email Marketing,6
Hugo,Soto,Pastor,4171793F,hugo.soto.pastor@gmail.com,906748106,608473319,1990-11-18,Ciberseguridad Full Stack,2023-10-07,Humilladero,Málaga,Pablo Picasso,95 1A,Productividad,9
Hugo,Soto,Pastor,4171793F,hugo.soto.pastor@gmail.com,906748106,608473319,1990-11-18,Ciberseguridad Full Stack,2023-10-07,Humilladero,Málaga,Pablo Picasso,95 1A,Networking,7
Hugo,Soto,Pastor,4171793F,hugo.soto.pastor@gmail.com,906748106,608473319,1990-11-18,Ciberseguridad Full Stack,2023-10-07,Humilladero,Málaga,Pablo Picasso,95 1A,Linux,6
Hugo,Soto,Pastor,4171793F,hugo.soto.pastor@gmail.com,906748106,608473319,1990-11-18,Ciberseguridad Full Stack,2023-10-07,Humilladero,Málaga,Pablo Picasso,95 1A,Docker,1
Hugo,Soto,Pastor,4171793F,hugo.soto.pastor@gmail.com,906748106,608473319,1990-11-18,Ciberseguridad Full Stack,2023-10-07,Humilladero,Málaga,Pablo Picasso,95 1A,Ciberseguridad enfocada en Pentesting,6
